id,target_date,mood_target,mood_mean,mood_std,mood_slope,mood_lag1,circumplex.valence_mean,circumplex.valence_lag1,circumplex.arousal_mean,circumplex.arousal_lag1,activity_mean,activity_std,screen_sum,screen_lag1,appCat.builtin_sum,appCat.builtin_lag1,appCat.communication_sum,appCat.communication_lag1,appCat.social_sum,appCat.social_lag1,appCat.entertainment_sum,appCat.entertainment_lag1,appCat.office_sum,appCat.other_sum,appCat.travel_sum,appCat.utilities_sum,appCat.game_sum,appCat.finance_sum,appCat.weather_sum,appCat.unknown_sum,call_sum,sms_sum,dow_sin,dow_cos,is_weekend,mood_class_target
AS14.07,2014-04-03,6.2,5.926666666666667,1.0489147831078662,-0.2599999999999994,5.5,0.41,0.25,-0.5700000000000001,-1.25,0.07855302035665115,0.04574843359673699,60531.62899780274,13329.964998483656,10331.931,3917.305,22674.485,4219.394,7066.316000000001,946.703,16241.602,1723.76,0.0,658.126,1493.123,0.0,0.0,0.0,0.0,0.0,23.0,19.0,0.43388373911755823,-0.900968867902419,0,low
AS14.07,2014-04-04,6.5,5.766666666666667,0.8938058451861282,0.11666666666666708,6.2,0.25,0.2,-0.69,-0.4,0.08823054500523732,0.04091248133137876,58029.95299816132,8073.050000190733,9643.530999999999,1054.542,24980.137000000002,4238.5650000000005,6293.83,707.6089999999999,14759.381000000001,3877.882,0.0,324.942,1450.7400000000002,0.0,0.0,0.0,0.0,0.0,28.0,14.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.07,2014-04-05,6.0,5.826666666666666,0.9390893934492546,0.3933333333333337,6.5,0.25,0.0,-0.8800000000000001,-0.75,0.0856419282229794,0.043282522030672094,59313.73999977112,10023.579001665108,8748.985999999999,847.6569999999999,25798.026,4951.592,6345.596000000001,1312.6460000000002,15827.167,1674.868,0.0,485.462,1235.8600000000001,363.429,0.0,0.0,0.0,150.612,33.0,15.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.07,2014-04-06,6.75,6.16,0.43931765272977585,-0.0199999999999996,6.0,0.3833333333333333,0.6666666666666666,-0.6799999999999999,0.0,0.12163002913800074,0.0725622956143573,51503.5819993019,5377.287999629977,9066.243,1983.907,22192.854,1377.754,5270.134,1239.181,12401.401000000002,368.645,0.0,556.5949999999999,1177.3020000000001,363.429,0.0,0.0,0.0,150.612,37.0,19.0,-0.7818314824680299,0.6234898018587334,1,low
AS14.07,2014-04-07,5.4,6.1899999999999995,0.4801041553663121,0.2300000000000009,6.75,0.42333333333333334,1.0,-0.63,-0.75,0.11674073023015459,0.07670951593876611,44460.488000869744,7656.6060009002695,8686.317,882.906,17569.351,2782.046,5802.435,1596.296,10050.351,2405.196,0.0,611.378,1177.3020000000001,364.431,0.0,0.0,0.0,150.612,36.0,14.0,0.0,1.0,0,low
AS14.07,2014-04-08,6.8,6.17,0.5167204273105523,-0.1349999999999999,5.4,0.4133333333333334,0.2,-0.5,-0.6,0.1016080719943219,0.07441103492237006,47986.53700184822,16856.013999462135,6726.114,1957.102,18899.626,5549.669,8857.373,4001.6409999999996,14012.651,5686.0599999999995,0.0,739.7800000000001,465.83700000000005,364.431,0.0,0.0,0.0,150.612,23.0,11.0,0.7818314824680298,0.6234898018587336,0,low
AS14.07,2014-04-09,6.4,6.29,0.5899152481501049,3.832063632391765e-16,6.8,0.4933333333333333,0.6,-0.5,-0.4,0.0989155808263332,0.07516390568361013,49640.103001117706,9726.615999460217,6534.615,863.043,21870.926,7209.865,8683.589,533.825,10935.412,800.643,0.0,872.525,200.46800000000002,364.431,0.0,0.0,0.0,565.577,19.0,11.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.07,2014-04-10,6.2,6.2700000000000005,0.5826662852782885,0.08500000000000006,6.4,0.6133333333333333,0.6,-0.55,-1.0,0.10314754558512122,0.07223383711922295,53347.91499876977,13731.39099931717,6515.1939999999995,828.236,19240.287,2320.953,8009.0289999999995,638.086,10448.237,1187.693,0.0,756.848,149.298,7.04,0.0,0.0,0.0,414.965,14.0,11.0,0.43388373911755823,-0.900968867902419,0,low
AS14.07,2014-04-11,3.5,6.3100000000000005,0.5661271941887263,-0.01000000000000001,6.2,0.48,0.0,-0.47000000000000003,0.4,0.0766778959900218,0.0154960334689923,53582.957999944694,5612.3310008049075,5321.764,790.477,19073.495,1210.962,8459.915,1690.067,11946.399,1866.807,0.0,678.697,22.179,7.04,0.0,0.0,0.0,414.965,11.0,10.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.07,2014-04-12,6.4,5.66,1.3107249902248754,-0.4399999999999993,3.5,0.07999999999999999,-1.0,-0.22000000000000003,0.5,0.0791513212575647,0.01203352331798749,48161.558000087745,2235.2060010433183,4848.072,409.214,17728.339,1436.89,6954.103999999999,90.485,9541.203,0.0,0.0,608.6429999999999,277.58,6.038,0.0,0.0,0.0,414.965,9.0,8.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.07,2014-04-13,6.5,5.859999999999999,1.3371611720357424,-0.36999999999999983,6.4,0.19,0.75,-0.09999999999999998,0.0,0.09367324919576873,0.03534230292304775,46104.97000098229,14799.42600035668,4472.269,1581.299,17540.48,5361.81,4527.609,1575.146,9318.457,5463.314,0.0,552.381,755.996,6.038,0.0,0.0,0.0,487.24699999999996,11.0,17.0,-0.7818314824680299,0.6234898018587334,1,low
AS14.07,2014-04-14,6.2,5.8,1.2903487900563941,0.04000000000000042,6.5,0.27,1.0,-0.06999999999999999,-0.25,0.08157693389369161,0.049909038028881164,44510.40500354769,8132.0510020256115,4337.882,728.656,13214.369000000002,2883.754,5389.415000000001,1395.631,10072.158,1554.344,0.0,416.489,755.996,6.038,0.0,0.0,0.0,72.282,15.0,17.0,0.0,1.0,0,low
AS14.07,2014-04-15,6.0,5.76,1.2700393694685217,0.3000000000000006,6.2,0.22999999999999998,0.4,0.09,-0.2,0.0740896455000733,0.05452630539976989,35601.98800444605,4822.974000215535,4371.763,862.117,13027.848000000002,2134.432,5066.706,315.377,11833.408,2948.9429999999998,0.0,392.178,755.996,0.0,0.0,0.0,0.0,72.282,15.0,16.0,0.7818314824680298,0.6234898018587336,0,low
AS14.07,2014-04-16,4.75,5.72,1.2557866060760483,0.4800000000000005,6.0,0.32999999999999996,0.5,-0.13999999999999999,-0.75,0.05822264639426968,0.05696883064127896,38716.26800346376,8726.610999822617,4040.914,459.628,17307.448000000004,5490.562,4841.25,1464.6109999999999,11203.306,1236.705,0.0,423.506,733.817,0.0,0.0,0.0,0.0,72.282,9.0,12.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.07,2014-04-17,3.8,5.970000000000001,0.7085195833567342,-0.37999999999999956,4.75,0.53,0.0,-0.49000000000000005,-1.25,0.06567727250197067,0.06097743784423118,45484.42100262643,9003.359000205992,5583.628000000001,1951.9279999999999,21684.322,5813.764,5766.295999999999,1015.531,11203.306,0.0,0.0,788.1769999999999,511.67,0.0,0.0,0.0,0.0,94.37,11.0,19.0,0.43388373911755823,-0.900968867902419,0,low
AS14.07,2014-04-18,5.2,5.45,1.1379806676741042,-0.6849999999999997,3.8,0.3,-0.4,-0.7300000000000001,-1.2,0.05866868541396275,0.04931006628593321,38494.41400194168,7809.418999671931,5244.486999999999,1242.158,20238.057999999997,3915.546,5154.34,963.19,7385.601000000001,1645.609,0.0,686.261,33.254,0.0,0.0,0.0,0.0,22.088,10.0,9.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.07,2014-04-19,7.0,5.1899999999999995,0.9749358953285083,-0.4200000000000002,5.2,0.019999999999999997,-0.4,-0.8800000000000001,-1.0,0.06485881951357961,0.044358795479967184,36928.90400028228,6566.541000366214,5422.436,906.605,20910.324,3556.02,4403.07,644.361,6840.538,1009.281,0.0,786.913,33.254,0.0,0.0,0.0,0.0,22.088,6.0,11.0,-0.9749279121818236,-0.2225209339563146,1,medium
AS14.07,2014-04-20,3.0,5.35,1.2175795661885922,0.24500000000000052,7.0,0.09,0.75,-0.79,0.25,0.05881316200326366,0.05125060621013849,34156.92500066757,2050.9950006008153,4779.3279999999995,219.009,19860.213,1084.321,4472.437,384.74399999999997,4030.1169999999997,138.522,0.0,790.101,33.254,0.0,0.0,0.0,0.0,22.088,4.0,10.0,-0.7818314824680299,0.6234898018587334,1,low
AS14.07,2014-04-21,6.6,4.75,1.5190457530963313,-0.029999999999999718,3.0,-0.21000000000000002,-1.0,-1.04,-2.0,0.07224960555351173,0.04704131228843865,32143.33700180053,6713.023000955578,4419.344,99.644,16451.472,2081.821,3857.9790000000003,850.153,2807.5029999999997,14.091,0.0,727.666,33.254,0.0,0.0,0.0,0.0,106.435,4.0,10.0,0.0,1.0,0,low
AS14.07,2014-04-22,6.0,5.12,1.7297398648351723,0.34000000000000075,6.6,-0.05,0.8,-0.8700000000000001,-0.4,0.06341549514520343,0.043112377812562365,32358.639000177383,9218.660998582845,3530.0950000000003,1062.679,16151.907,5514.199,5474.031,2631.583,5286.74,2479.237,0.0,420.19399999999996,734.992,0.0,0.0,0.0,0.0,161.82,2.0,2.0,0.7818314824680298,0.6234898018587336,0,low
AS14.07,2014-04-23,6.0,5.56,1.5836666315863321,0.12000000000000033,6.0,0.11000000000000001,0.4,-0.67,-0.2,0.05799535828566711,0.035562572353621064,30257.97200012208,5708.751999616626,3341.4030000000002,1053.4660000000001,14966.355000000001,2729.994,4629.311000000001,118.47,5291.875,1650.744,0.0,465.308,734.992,0.0,0.0,0.0,0.0,161.82,1.0,4.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.07,2014-04-24,5.6,5.720000000000001,1.5786069808536893,0.10000000000000034,6.0,0.19,0.0,-0.6033333333333333,-0.6666666666666666,0.06361604260114673,0.035664393948050294,35474.06999993325,11782.639000177385,3890.472,1455.674,19195.678,7785.343,5384.214,1399.2640000000001,4776.374,493.78,0.0,474.106,816.304,0.0,0.0,0.0,0.0,574.448,5.0,2.0,0.43388373911755823,-0.900968867902419,0,low
AS14.07,2014-04-25,3.3333333333333335,5.44,1.4099645385611652,0.4600000000000005,5.6,0.12000000000000002,0.4,-0.7733333333333333,-0.6,0.09458817069969797,0.03720898050112232,36596.70999908448,3173.6349997520447,4118.150000000001,446.687,21670.169,3558.812,5214.190999999999,214.721,4637.852,0.0,0.0,546.155,816.304,1.003,0.0,0.0,0.0,574.448,8.0,3.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.07,2014-04-26,5.4,5.506666666666667,1.2663157408622683,-0.6933333333333327,3.3333333333333335,0.1866666666666667,-0.6666666666666666,-0.3066666666666667,0.3333333333333333,0.0924353929219202,0.03807316762594934,35327.41999840737,5443.733000278472,4849.245,830.7389999999999,21651.945999999996,2063.598,5231.741,867.703,6008.161,1384.4,0.0,562.2610000000001,816.304,1.003,0.0,0.0,0.0,490.101,14.0,3.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.07,2014-04-27,6.0,5.2666666666666675,1.1115554667022045,-0.3866666666666661,5.4,-0.013333333333333319,-0.2,-0.30666666666666675,-0.4,0.08386144707196873,0.04974038414485238,33742.44800162317,7633.689001798637,4665.625,879.059,20943.258,4805.511,3539.3460000000005,939.188,3855.1440000000002,326.22,0.0,685.147,81.312,1.003,0.0,0.0,0.0,822.402,14.0,3.0,-0.7818314824680299,0.6234898018587334,1,low
AS14.07,2014-04-28,6.75,5.2666666666666675,1.1115554667022045,-0.01999999999999924,6.0,-0.013333333333333319,0.4,-0.3866666666666667,-0.6,0.06834496123830597,0.058321352796374515,37361.05800366402,9327.362001657482,4203.924999999999,591.766,23122.8,4909.536,5254.126,1833.25,2646.166,441.7660000000001,0.0,744.509,81.312,1.003,0.0,0.0,0.0,875.912,15.0,2.0,0.0,1.0,0,low
AS14.07,2014-04-29,5.0,5.416666666666667,1.2739919762524234,0.4966666666666671,6.75,0.13666666666666666,0.75,-0.2033333333333333,0.25,0.07216818810799007,0.05951172241806886,39935.20100688934,14356.782003402708,6161.334,3413.083,22641.842,7304.385,5494.988,1640.126,3347.0110000000004,1194.625,0.0,926.0129999999999,1.004,8.213,0.0,0.0,0.0,750.26,19.0,5.0,0.7818314824680298,0.6234898018587336,0,low
AS14.07,2014-04-30,5.0,5.296666666666667,1.2806465381031393,0.4683333333333334,5.0,0.056666666666666664,0.0,-0.4833333333333334,-2.0,0.06749861542025784,0.05146685416034431,43411.07800745964,6649.512000322342,8511.038,2796.391,25251.888,6168.858,6152.436,872.169,4278.836,931.825,0.0,801.822,1.004,7.21,14.065,0.0,0.0,935.122,17.0,13.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.07,2014-05-01,5.0,5.63,0.7479973261984296,-0.17999999999999924,5.0,0.29,0.5,-0.95,-2.0,0.05711986585014904,0.054458826802728774,45164.99300813676,7197.648000955588,9315.934,1635.635,33474.47903,10286.189030000001,5703.569,418.836,4331.3330000000005,1436.897,0.0,1606.609,1.004,7.21,14.065,0.0,0.0,1142.0339999999999,11.0,13.0,0.43388373911755823,-0.900968867902419,0,low
AS14.07,2014-05-02,6.2,5.55,0.7984359711335656,-0.37499999999999967,5.0,0.2633333333333333,-0.3333333333333333,-1.2033333333333334,-1.6666666666666667,0.07405362340348917,0.052746336271038384,42972.36200714111,5441.058000802992,8911.754,474.879,32780.18503000001,4111.217000000001,5581.402,817.021,4437.587,432.474,0.0,1418.603,1.004,7.21,14.065,0.0,0.0,830.775,11.0,13.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.07,2014-05-03,5.666666666666667,5.59,0.8309632964216891,-0.1099999999999994,6.2,0.30333333333333334,0.6,-1.2033333333333334,-0.6,0.0831930012789311,0.04259287863294563,39606.15700459482,5961.156999111181,10284.078000000001,1964.09,33965.088030000006,6094.439,4576.405,828.253,4162.508,166.687,0.0,1665.939,1.004,7.21,14.065,0.0,0.0,889.36,10.0,12.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.07,2014-05-04,8.0,5.373333333333333,0.5448751131120682,0.2533333333333342,5.666666666666667,0.15333333333333332,0.0,-1.3866666666666667,-0.6666666666666666,0.07943395599415051,0.042173969295306354,27047.18500089647,1797.8099997043612,7161.0509999999995,290.056,26954.810030000004,294.10699999999997,3808.279,872.0,3271.461,303.578,0.0,1370.141,0.0,0.0,14.065,0.0,0.0,602.384,2.0,9.0,-0.7818314824680299,0.6234898018587334,1,high
AS14.07,2014-05-05,5.5,5.973333333333334,1.2397132284883021,0.6666666666666671,8.0,0.35333333333333333,1.0,-1.1866666666666668,-1.0,0.06896463979299389,0.029695094403250483,22599.390001058586,2201.7170004844656,4894.093,529.433,22946.059030000004,2160.107,3187.685,251.575,2493.024,153.38799999999998,0.0,1336.624,0.0,0.0,0.0,0.0,0.0,417.52199999999993,1.0,0.0,0.0,1.0,0,low
AS14.08,2014-03-08,7.0,6.977777777777778,0.5669933698743592,0.5333333333333344,7.4,0.7111111111111111,1.2,0.0,0.6,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-0.9749279121818236,-0.2225209339563146,1,medium
AS14.08,2014-03-09,7.2,6.983333333333333,0.4630814663149938,0.22000000000000025,7.0,0.7833333333333333,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-0.7818314824680299,0.6234898018587334,1,medium
AS14.08,2014-03-10,6.8,7.026666666666666,0.4125799585804216,0.15333333333333396,7.2,0.8666666666666666,1.2,-0.2,-1.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0,low
AS14.08,2014-03-11,6.6,7.12,0.2280350850198278,-0.09999999999999941,6.8,0.9199999999999999,0.6,-0.4,-1.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.7818314824680298,0.6234898018587336,0,low
AS14.08,2014-03-12,7.0,7.0,0.3162277660168382,-0.18000000000000005,6.6,0.8800000000000001,0.4,-0.19999999999999998,0.4,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9749279121818236,-0.22252093395631434,0,medium
AS14.08,2014-03-13,6.6,6.92,0.2280350850198278,-0.06000000000000047,7.0,0.8400000000000001,1.0,-0.2,0.6,,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.43388373911755823,-0.900968867902419,0,low
AS14.08,2014-03-14,7.4,6.840000000000001,0.2607680962081062,-0.0999999999999992,6.6,0.76,0.6,-0.2,0.0,,0.0,825.9980003833764,825.9980003833764,169.212,169.212,287.188,287.188,200.95100000000002,200.95100000000002,0.0,0.0,0.0,208.855,0.0,13.062,0.0,0.0,0.0,0.0,0.0,18.0,-0.433883739117558,-0.9009688679024191,0,high
AS14.08,2014-03-15,6.4,6.88,0.3346640106136305,0.12000000000000016,7.4,0.76,1.2,-0.04,-0.2,,0.0,4203.380001068114,3377.382000684738,761.9449999999999,592.733,669.957,382.769,1062.458,861.5070000000001,0.0,0.0,0.0,251.113,1277.345,33.171,0.0,0.0,0.0,180.24699999999999,0.0,29.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.08,2014-03-16,7.0,6.8,0.40000000000000013,9.98439043632011e-16,6.4,0.76,0.6,0.040000000000000015,-0.6,,0.0,5404.192001342773,1200.8120002746596,830.401,68.456,1052.161,382.204,1644.1460000000002,581.688,77.59,77.59,17.086,322.83799999999997,1277.345,33.171,0.0,0.0,0.0,180.24699999999999,0.0,28.0,-0.7818314824680299,0.6234898018587334,1,medium
AS14.08,2014-03-17,5.4,6.88,0.38987177379235866,-0.019999999999999293,7.0,0.93,1.25,-0.29,-1.25,,0.0,7844.295001268387,2440.102999925614,979.631,149.23,2805.623,1753.462,2113.5510000000004,469.40500000000003,77.59,0.0,17.086,379.11299999999994,1277.345,44.29,0.0,0.0,0.0,180.24699999999999,0.0,25.0,0.0,1.0,0,low
AS14.08,2014-03-18,6.4,6.56,0.7536577472566709,-0.2799999999999991,5.4,0.77,0.2,-0.41,0.0,0.00555555555555555,0.0,9262.984001398087,1418.689000129699,1036.215,56.584,8568.639,5763.016,9087.485,6973.934,77.59,0.0,17.086,447.5079999999999,1277.345,44.29,0.0,0.0,0.0,180.24699999999999,0.0,25.0,0.7818314824680298,0.6234898018587336,0,low
AS14.08,2014-03-19,7.0,6.5200000000000005,0.7563068160475614,-0.3,6.4,0.77,0.6,-0.45,-0.2,0.01702345866874671,0.016218064114655577,9755.156000614168,1318.1699995994566,872.9229999999999,5.92,8998.347,716.8960000000001,9289.971,403.43699999999995,220.38000000000002,142.79000000000002,17.086,285.78999999999996,1277.345,31.228,0.0,0.0,0.0,180.24699999999999,0.0,14.0,0.9749279121818236,-0.22252093395631434,0,medium
AS14.08,2014-03-20,6.4,6.44,0.6542170893518449,0.060000000000000525,7.0,0.7300000000000001,1.0,-0.45000000000000007,-0.2,0.032354693519493875,0.02892495614447553,8205.2339990139,1827.459999084472,330.027,49.837,9627.287999999999,1011.7099999999999,9083.701,655.237,246.85100000000003,26.471,17.086,307.894,0.0,29.314999999999998,0.0,0.0,0.0,0.0,1.0,3.0,0.43388373911755823,-0.900968867902419,0,low
AS14.08,2014-03-21,6.6,6.44,0.6542170893518449,0.04000000000000059,6.4,0.7699999999999999,0.8,-0.37,-0.2,0.03864698955859347,0.026760804978199534,8100.971998214721,1096.5499994754791,5124.452,4862.881,9524.524,279.44,9171.339,669.326,169.26100000000002,0.0,0.0,284.179,0.0,29.314999999999998,0.0,0.0,0.0,0.0,1.0,1.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.08,2014-03-22,6.4,6.360000000000001,0.5899152481501049,0.23999999999999996,6.6,0.64,0.6,-0.2,-0.4,0.03270605211980531,0.026712903259827375,8518.793998003004,2857.9249997138977,5191.086,215.864,10248.482,2477.42,9787.117000000002,1085.183,169.26100000000002,0.0,0.0,280.085,0.0,66.512,0.0,0.0,0.0,0.0,1.0,5.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.08,2014-03-23,7.2,6.56,0.26076809620810576,-0.03999999999999986,6.4,0.7600000000000001,0.8,-0.27999999999999997,-0.4,0.036041231899164104,0.023298430280182487,7966.698998212813,866.5940003395078,5145.058999999999,10.556999999999999,8814.488000000001,4329.022,3265.94,452.757,169.26100000000002,0.0,0.0,254.84699999999998,89.938,82.587,0.0,0.0,0.0,0.0,1.0,5.0,-0.7818314824680299,0.6234898018587334,1,medium
AS14.08,2014-03-24,6.8,6.720000000000001,0.3633180424916989,0.04000000000000031,7.2,0.8,0.8,-0.28,-0.2,0.03877992462043864,0.022991892196746137,8023.109998941421,1374.581000328064,5225.338,86.199,8469.909,372.317,4475.438,1612.935,26.471,0.0,0.0,2106.3505299999997,413.179,165.038,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0,low
AS14.08,2014-03-25,7.2,6.68,0.33466401061363016,0.1400000000000001,6.8,0.8,1.0,-0.4,-0.8,0.03543807452877333,0.019544151858425878,8163.642999649049,1967.9929997920997,5189.927999999999,14.427,7652.254,194.055,5520.4130000000005,1700.212,0.0,0.0,0.0,2094.0115299999998,413.179,157.905,0.0,0.0,0.0,0.0,2.0,5.0,0.7818314824680298,0.6234898018587336,0,medium
AS14.08,2014-03-26,6.5,6.840000000000001,0.3577708763999664,0.16000000000000117,7.2,0.8400000000000001,1.0,-0.48,-0.6,0.027312831362097834,0.016230848767056983,7793.37600016594,726.2829999923706,400.651,73.604,8842.77,1469.956,5292.418,441.331,89.12,89.12,0.0,2092.9375299999997,413.179,157.905,0.0,0.0,0.0,0.0,2.0,5.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.08,2014-03-27,6.333333333333333,6.82,0.37682887362833545,0.01999999999999997,6.5,0.82,0.5,-0.45,-0.25,0.04342464951289567,0.028660727764119695,6753.902001380922,1818.4510009288792,515.633,330.846,7260.361000000001,895.011,4620.909,413.674,201.519,112.399,161.499,2086.7345299999997,413.179,120.61800000000001,0.0,0.0,0.0,0.0,2.0,6.0,0.43388373911755823,-0.900968867902419,0,low
AS14.08,2014-03-28,6.25,6.806666666666667,0.3960920207336788,-0.20333333333333325,6.333333333333333,0.76,0.5,-0.37,0.0,0.05638065889455283,0.03121346066006791,8370.590001344684,2483.2820003032693,633.261,128.185,4908.127,1976.788,6313.164,2145.0119999999997,201.519,0.0,161.499,2100.5645299999996,323.241,128.59300000000002,0.0,0.0,0.0,358.674,2.0,12.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.08,2014-03-29,7.166666666666667,6.616666666666665,0.38801489089409397,-0.19666666666666618,6.25,0.7,0.5,-0.38,-0.25,0.05125564622611345,0.035881659201217234,8932.66700124741,1936.6580002307896,1381.47,834.408,5495.066,959.2560000000001,5406.629999999999,706.401,201.519,0.0,161.499,253.952,0.0,46.141999999999996,0.0,0.0,0.0,526.208,1.0,24.0,-0.9749279121818236,-0.2225209339563146,1,medium
AS14.08,2014-03-30,6.8,6.6899999999999995,0.4594078314042499,-0.031666666666665955,7.166666666666667,0.7,1.0,-0.25333333333333335,-0.16666666666666666,0.04698288779906852,0.03783684665162458,8156.503002166749,1191.82900071144,1413.8380000000002,46.795,5837.178999999999,536.168,4151.919,445.501,266.408,64.889,161.499,263.124,0.0,35.079,0.0,0.0,0.0,526.208,1.0,26.0,-0.7818314824680299,0.6234898018587334,1,low
AS14.08,2014-03-31,7.6,6.609999999999999,0.3755736353307506,0.14333333333333384,6.8,0.62,0.6,-0.13333333333333333,0.0,0.05929277106921993,0.03554474709375574,8210.11300110817,779.8929989337921,1350.16,9.926,4586.138,218.915,4217.143,506.55500000000006,177.288,0.0,161.499,259.27,0.0,35.079,0.0,0.0,0.0,526.208,1.0,25.0,0.0,1.0,0,high
AS14.08,2014-04-01,7.2,6.83,0.5679397464129056,0.3083333333333339,7.6,0.76,1.2,-0.08333333333333333,0.0,0.05717942280903482,0.03355826132528853,8062.202999830246,1670.5409996509547,1022.3620000000001,3.048,4921.45,1230.323,4260.891,457.422,85.073,20.184,0.0,263.95799999999997,0.0,38.085,0.0,0.0,0.0,526.208,1.0,20.0,0.7818314824680298,0.6234898018587336,0,medium
AS14.08,2014-04-02,6.6,7.003333333333335,0.5074993158178202,0.23333333333333417,7.2,0.86,1.0,-0.2833333333333333,-1.0,0.052247893453970226,0.029664159929553863,7653.340000152587,2074.4190006256113,922.3820000000001,28.205000000000002,4568.252,1623.59,3090.196,974.317,177.178,92.105,0.0,266.76,0.0,17.04,0.0,0.0,0.0,167.534,1.0,14.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.08,2014-04-03,7.0,7.073333333333333,0.3875851160999636,-0.07333333333333296,6.6,0.9199999999999999,0.8,-0.31333333333333335,-0.4,0.050593850516624586,0.032267877661455134,6413.492000579833,696.810000658035,121.838,33.864,5418.838,1809.842,2591.981,208.186,196.332,19.154,0.0,266.46599999999995,0.0,37.186,0.0,0.0,0.0,0.0,0.0,2.0,0.43388373911755823,-0.900968867902419,0,medium
AS14.08,2014-04-04,7.5,7.039999999999999,0.3847076812334269,-0.05999999999999987,7.0,0.9866666666666666,1.3333333333333333,-0.27999999999999997,0.0,0.061358603518596566,0.030501359767737463,8059.2809987068185,2837.6179988384256,111.51,36.467,7247.581,2364.911,2905.3360000000002,758.856,131.443,0.0,0.0,312.429,0.0,87.763,0.0,0.0,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0,high
AS14.08,2014-04-05,7.4,7.18,0.40249223594996214,-0.03999999999999988,7.5,1.1166666666666667,1.25,-0.22999999999999998,0.25,0.05189398239739693,0.031207184536300354,8544.896000623705,1265.5080008506782,269.881,168.297,7892.138,863.472,4042.236,1643.455,131.443,0.0,0.0,303.822,0.0,96.828,0.0,0.0,0.0,0.0,2.0,0.0,-0.9749279121818236,-0.2225209339563146,1,high
AS14.08,2014-04-06,7.6,7.140000000000001,0.3577708763999666,0.13000000000000084,7.4,1.1166666666666667,1.2,-0.19,0.2,0.06178988031668196,0.046179125213225765,8609.803000926975,1735.447999954224,275.47299999999996,8.64,7613.625999999999,951.8109999999999,4218.335,633.521,188.167,76.908,0.0,299.818,0.0,99.85000000000001,0.0,0.0,0.0,0.0,2.0,0.0,-0.7818314824680299,0.6234898018587334,1,high
AS14.08,2014-04-07,7.0,7.220000000000001,0.4147288270665545,0.2400000000000004,7.6,1.1666666666666665,1.25,0.009999999999999998,0.0,0.0507751564573804,0.052188142924042905,7831.392000675204,1296.008000373841,316.373,69.105,6321.998,331.962,3776.835,532.817,107.094,11.032,0.0,274.425,0.0,107.9,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0,medium
AS14.08,2014-04-08,6.5,7.3,0.28284271247461895,0.009999999999999716,7.0,1.2066666666666666,1.0,0.09,0.0,0.0696118737445334,0.04996987426702618,11576.635998487476,4442.053998470306,648.011,365.502,6891.423999999999,2379.268,4817.134999999999,1248.4859999999999,456.336,368.396,0.0,292.17100000000005,0.0,87.75399999999999,0.0,0.0,0.0,7.028,3.0,6.0,0.7818314824680298,0.6234898018587336,0,low
AS14.08,2014-04-09,6.25,7.2,0.4527692569068708,-0.2399999999999996,6.5,1.04,0.5,0.04,-0.25,0.06548795506266786,0.049876098880082105,11303.505000591278,2564.4870009422293,679.4080000000001,67.864,6098.787,1572.274,5137.209,1078.93,549.503,93.167,0.0,241.667,0.0,68.374,0.0,0.0,0.0,7.028,3.0,6.0,0.9749279121818236,-0.22252093395631434,0,low
