id,target_date,mood_target,mood_mean,mood_std,mood_slope,mood_lag1,circumplex.valence_mean,circumplex.valence_lag1,circumplex.arousal_mean,circumplex.arousal_lag1,activity_mean,activity_std,screen_sum,screen_lag1,appCat.builtin_sum,appCat.builtin_lag1,appCat.communication_sum,appCat.communication_lag1,appCat.social_sum,appCat.social_lag1,appCat.entertainment_sum,appCat.entertainment_lag1,appCat.office_sum,appCat.other_sum,appCat.travel_sum,appCat.utilities_sum,appCat.game_sum,appCat.finance_sum,appCat.weather_sum,appCat.unknown_sum,call_sum,sms_sum,dow_sin,dow_cos,is_weekend,mood_class_target
AS14.01,2014-04-01,6.0,7.26,0.5983310120660635,0.19000000000000067,7.4,0.75,0.6,-0.13999999999999999,0.0,0.08860198482260376,0.0429620857562956,47048.30900001526,11836.834000349041,16620.322,2961.4049999999997,17155.179,5332.637,3439.3499999999995,1350.655,6566.768,1758.92,182.451,796.634,1416.1390000000001,1329.984,284.212,172.64,0.0,95.767,17.0,2.0,0.7818314824680298,0.6234898018587336,0,low
AS14.01,2014-04-02,6.5,7.06,0.8294576541331088,-0.13999999999999968,6.0,0.5900000000000001,0.0,-0.13999999999999999,0.2,0.08038850517133146,0.026963494609284083,46780.065002679825,17173.906002044678,16776.512,1385.517,16314.193000000001,6095.526,7544.036,5040.067,6958.066,1030.637,92.388,859.2919999999999,2983.446,1668.591,518.953,678.2470000000001,0.0,95.767,16.0,1.0,0.9749279121818236,-0.22252093395631434,0,low
AS14.01,2014-04-03,6.4,7.08,0.8105553651663778,-0.4499999999999993,6.5,0.6033333333333333,0.6666666666666666,0.04666666666666667,0.3333333333333333,0.08163222297155213,0.027970806329653826,61399.889614241125,19543.313611166483,10328.266,3614.349,22367.516,6920.156,10460.087,3428.792,7296.039,1343.376,182.869,1174.8819999999998,1850.4370000000001,1708.245,285.91700000000003,836.858,0.0,95.767,15.0,1.0,0.43388373911755823,-0.900968867902419,0,low
AS14.01,2014-04-04,6.2,6.76,0.6580273550544841,-0.30999999999999944,6.4,0.4033333333333333,0.0,-0.2333333333333333,-1.2,0.07783935549286643,0.0313310578119143,72620.581225667,19543.313611166483,10697.099999999999,2321.464,29933.013030000002,10286.189030000001,13141.44,3154.241,6962.241,1293.631,182.869,1219.1899999999998,1817.0840000000003,1290.3799999999999,285.91700000000003,913.092,0.0,95.767,15.0,0.0,-0.433883739117558,-0.9009688679024191,0,low
AS14.01,2014-04-05,6.8,6.5,0.5385164807134505,-0.19999999999999973,6.2,0.3333333333333333,0.4,-0.09333333333333332,0.2,0.09335862363002319,0.03271951192054321,80476.77822474003,12379.411000013357,12240.564,1957.829,34116.13603,5481.628,15059.952,2086.197,6971.791,1545.2269999999999,182.869,1321.9879999999998,1975.3250000000003,1380.7759999999998,285.91700000000003,913.092,0.0,29.29,17.0,1.0,-0.9749279121818236,-0.2225209339563146,1,low
AS14.01,2014-04-06,6.5,6.38,0.30331501776206193,0.13000000000000048,6.8,0.3333333333333333,0.6,-0.17333333333333334,-0.4,0.10305798789403438,0.031413411240357896,71980.37522438527,3340.4309999942784,24438.349000000002,15159.190000000002,30668.908030000002,1885.409,14072.505000000001,363.208,5289.24,76.369,182.869,1134.567,1979.8890000000001,1289.427,234.741,871.8370000000001,0.0,0.0,11.0,1.0,-0.7818314824680299,0.6234898018587334,1,low
AS14.01,2014-04-07,6.5,6.480000000000001,0.21679483388678783,0.04000000000000039,6.5,0.4333333333333333,0.5,-0.3633333333333334,-0.75,0.0922508992399808,0.033986669440553126,62273.791222128886,7467.321999788283,27601.494000000002,4548.662,27929.12503,3355.743,9353.898000000001,321.46000000000004,4445.817,187.214,90.481,1132.4969999999998,365.268,818.0400000000001,114.406,324.01099999999997,0.0,0.0,14.0,1.0,0.0,1.0,0,low
AS14.01,2014-04-08,6.6,6.480000000000001,0.21679483388678786,0.05000000000000089,6.5,0.35,0.25,-0.5633333333333332,-0.6666666666666666,0.08200170134719968,0.037850488961843336,52576.85861076594,9846.380999803541,24914.522,927.377,28363.98403,7355.015,7400.523999999999,1475.418,3549.5620000000004,447.121,17.107,761.3039999999999,425.515,682.4800000000001,114.406,122.362,0.0,0.0,11.0,1.0,0.7818314824680298,0.6234898018587336,0,low
AS14.01,2014-04-09,7.4,6.5200000000000005,0.21679483388678783,0.050000000000000704,6.6,0.4166666666666667,0.3333333333333333,-0.4033333333333333,-0.4,0.08721941845778117,0.03378474844090212,48134.67700147629,15101.132001876831,23485.747000000003,892.689,27555.348,9477.553,6901.404,2655.121,5722.41,3466.4790000000003,17.107,756.916,406.433,535.8510000000001,114.406,65.259,0.0,0.0,8.0,1.0,0.9749279121818236,-0.22252093395631434,0,high
AS14.01,2014-04-10,7.4,6.76,0.3781534080237809,0.13000000000000023,7.4,0.5366666666666667,1.0,-0.6033333333333333,-0.8,0.08595837912278176,0.032014490624928844,49313.55500245094,13558.28900098801,23166.535,1638.617,28250.796000000002,6177.076,7641.557000000001,2826.35,5117.9529999999995,940.77,17.107,926.769,248.192,984.518,114.406,65.259,0.0,0.0,10.0,0.0,0.43388373911755823,-0.900968867902419,0,high
AS14.01,2014-04-11,7.0,6.88,0.47644516998286407,0.27,7.4,0.5766666666666665,0.8,-0.6033333333333333,-0.4,0.07795053972107088,0.02615394800619051,55269.22300171852,9296.09899926186,8722.7,715.355,31246.798000000003,4881.411,8453.066,1174.717,6900.477000000001,1858.893,40.302,953.555,60.247,1243.2489999999998,115.465,65.259,0.0,0.0,17.0,0.0,-0.433883739117558,-0.9009688679024191,0,medium
AS14.01,2014-04-12,7.25,6.9799999999999995,0.4266145801540311,0.18000000000000138,7.0,0.6366666666666667,0.8,-0.6933333333333334,-1.2,0.08106622024718935,0.025041549305581695,58328.74700212479,10526.846000194553,7543.069,3369.031,31227.647,3336.592,8728.413,596.807,8689.401000000002,1976.138,40.302,885.8870000000001,94.481,1411.648,1.059,159.352,0.0,0.0,13.0,0.0,-0.9749279121818236,-0.2225209339563146,1,medium
AS14.01,2014-04-13,8.0,7.13,0.3383784863137729,0.09000000000000016,7.25,0.7366666666666667,0.75,-0.71,-0.75,0.08538190830638939,0.019805559795621274,60233.175003290184,11750.809000968928,6918.138,302.446,30467.715,6595.083,7517.427,264.432,10428.761999999999,2186.482,23.195,794.572,39.265,1558.229,1.059,113.224,0.0,0.0,12.0,0.0,-0.7818314824680299,0.6234898018587334,1,high
AS14.01,2014-04-14,7.2,7.409999999999999,0.3681032463861192,0.10500000000000033,8.0,0.8699999999999999,1.0,-0.8800000000000001,-1.25,0.07312076244499385,0.038107068183367,47137.79400062562,2005.7509992122655,6472.864,447.415,22086.957000000002,1096.795,4896.808,34.501999999999995,7211.674999999999,249.392,23.195,679.267,39.265,1522.086,1.059,176.506,0.0,0.0,11.0,0.0,0.0,1.0,0,medium
AS14.01,2014-04-15,6.4,7.37,0.38013155617496425,0.06000000000000066,7.2,0.79,0.6,-0.96,-1.2,0.06582140243250494,0.029258697387019816,51564.95299887657,17985.44799923897,5795.828,961.581,22396.165,6486.284,4992.442999999999,2921.9849999999997,12536.461,6265.556,23.195,477.709,68.369,1930.741,1.059,265.829,0.0,0.0,8.0,1.0,0.7818314824680298,0.6234898018587336,0,low
AS14.01,2014-04-16,7.2,7.17,0.5740209055426465,-0.12499999999999982,6.4,0.79,0.8,-0.8800000000000001,0.0,0.06805121194967177,0.030889971834364063,55854.076997995384,13585.222998380666,6676.829,1596.356,23738.985,6224.231,8245.936,4428.21,11622.09,944.5219999999999,0.0,480.20500000000004,76.732,1832.8470000000002,0.0,278.872,0.0,0.0,9.0,2.0,0.9749279121818236,-0.22252093395631434,0,medium
